 US man allegedly planned IS-inspired attack Ohio synagogue,"US authorities on Monday charged an Ohio man with providing material support to the Islamic State for an alleged plan to carry out a mass shooting attack at a synagogue. Damon Joseph, 21, allegedly had made a detailed plan to kill worshippers at a synagogue in the city of Toledo during the Jewish Sabbath, which begins at sunset Friday and lasts until nightfall Saturday. He was arrested Friday when he picked up two semi-automatic assault rifles from a federal undercover agent. Police said the rifles had been rendered inoperable. An affidavit filed in federal court claimed Joseph was inspired by Islamic State online propaganda and the October shooting at a Pittsburgh synagogue -- the worst anti-Semitic attack in modern US history in which 11 were killed. ""I admire what the guy did with the (Pittsburgh) shooting actually,"" Joseph wrote to an undercover agent, according to the affidavit. ""I can see myself carrying out this type of operation inshallah,"" he was quoted as saying, using a common Arabic-language expression which roughly translates to ""God willing."" A day before his arrest, authorities said Joseph provided a plan for his attack -- including the address of the synagogue and research to identify when more worshippers would be present. An undercover agent met Joseph at a predetermined location Friday and he took a duffel bag containing two AR-15-type rifles, according to the affidavit. He then was arrested. ""This man spent months planning a violent terrorist attack on behalf of ISIS here in the United States,"" US Attorney Justin Herdman said in a statement. ""The charges describe a calculated man fueled by an ideology of hatred and intent on killing innocent people."" Joseph came to the attention of the FBI in May, when he began distributing messages of support for the Islamic State on social media, authorities said. An undercover agent began communicating with Joseph. Over the subsequent months, he expressed an interest in supporting Islamic State propaganda operations and, eventually, to carrying out an attack. If convicted, Joseph could face up to 20 years in prison."
"Death toll in Kabul attack rises to 43, says health ministry","KABUL, Dec 25 — An hours-long gun and suicide attack on a Kabul government compound killed at least 43 people, the health ministry said today, making it one of the deadliest assaults on the Afghan capital this year. Another 10 were wounded in yesterday’s raid on a site where the Ministry of Public Works and other offices are located, spokesman Waheed Majroh said. Gunmen stormed the compound mid-afternoon after detonating a car bomb at the entrance, sending terrifying government workers running for their lives. Some jumped from the windows. Hundreds more were trapped inside buildings as security forces swarmed the area, engaging in a fierce gun battle with the attackers. It was the deadliest attack in the Afghan capital since a suicide bomber blew himself up in the middle of a religious gathering last month, killing at least 55 people. — AFP"
9 hurt as car crashes into New Year's crowd in Tokyo,"TOKYO: A car ploughed into crowds celebrating New Year's Day early on Tuesday in a suspected terror attack, leaving nine people injured, including one who was unconscious. Police arrested Kazuhiro Kusakabe, 21, who was driving the rental car with an Osaka license plate, on suspicion of attempted murder. Investigative sources quoted the man as saying he had perpetrated an act of terrorism ""in retaliation for an execution"" and ""would not make any excuse"" for his act. It was not immediately clear whether he was referring to a specific execution or Japan's system of capital punishment. Kusakabe told the police he had driven from Osaka and intended to kill the pedestrians he hit. There was a tank of kerosene in the rental car, which he said he planned to use to burn the vehicle, the investigative sources said. Eight people were hit by the car, including a teenage boy who is in critical condition, the police said. Another man was slightly injured after Kusakabe allegedly struck him after getting out of the car, the police said. Kusakabe fled the scene, but the police found him in a nearby park about half an hour later. The incident happened shortly after midnight local time on Monday in a popular tourist area of Harajuku, near Meiji Shrine, in central Tokyo. ""I can't believe it, this is a place I'm familiar with, so it's very shocking,"" said Tatsuhiro Yaegashi, a 27-year-old worker in the area."
MILF denounces Cotabato mall blast; military sees terror hand,"Cotabato City—The Moro Islamic Liberation Front has added its voice to those condemning the bomb attack that killed two persons and wounded 31 others along a busy thoroughfare outside a mall on Monday. At the same time, the Bangsamoro Transition Commission under MILF first vice chairman Ghazzali Jaafar urged the Office of the President to direct national law enforcement agencies to help determine the real perpetrators of the bomb attack and bring them to justice. In an official statement sent to news organizations, MILF Chairman Hadji Murad Ibrahim said the MILF “condemns in the highest possible terms” Monday’s bomb attack. “The dastardly act of [placing] an improvised explosive device [IED] with intent to kill or harm civilians is an act of cowardice, inhuman, and atrocious,” Murad said. Murad called on “concerned authorities to sincerely and thoroughly investigate this evil act”—saying that ascribing any motive would be too premature at this time. “We ask the authorities to examine all angles and make the result of the same public. We should not allow any party or group to make premature conclusions or draw insinuations so as to advance their own personal interest and political agenda,” he said. He said the MILF sympathizes with the victims, and that the families of the fatalities and the wounded deserved true justice. He said it is for the reason of securing the community that the MILF and the government, together with all their partners in the peace process, have pushed hard for the passage of Bangsamoro Organic Law” to establish a “government that can really protect and promote the peace and security of the place and its peoples.” In a BTC statement, Jaafar said it was unfortunate that one of the fatalities was an employee--Jonathan Torribiano, who was a driver for BTC Commissioner Melanio Ulama. Lawyer Naguib Sinarimbo, secretary-general of the MILF’s United Bangsamoro Justice Party, said while residents should be thankful for a prompt defusing of “explosives found in the baggage counter of the mall,” reports falsely identified Nur Misuari, founding chairman of the Moro National Liberation Front (MNLF) as the owner of the South Seas Mall. Sinarimbo said residents knew that the mall is not owned by Misuari but by the Lim family, who have been engaged in legitimate businesses after settling in Tawi-Tawi in the early 1960s when Misuari was still virtually unknown. Military officials said they believed the Islamic State-linked Bangsamoro Islamic Freedom Fighters had a hand in the bombing. Among those injured in Monday’s bombing, which came at about 2 p.m., were 10 minors, according to Maj. Gen. Cirilito Sobejana, the commander of the Army’s 6th Infantry Division (ID). He said an initial investigation led to the BIFF, which has shifted to attacking non-combatants, starting with the twin bombings in Isulan in September 2018. “We are not discounting the possibility that the Daesh-inspired group was responsible in the bombing,” Sobejana said. Senior Supt. Rolly Octavio, city police director, said police are reviewing the closed circuit TV (CCTV) camera footage taken at South Seas Mall to help identify the perpetrators. “Our authorities have the information about the suspects, as to the motive, that is being determined,” Cotabato City Mayor Cynthia Guiani-Sayadi said in a news conference some two hours after the blast. Octavio said bomb experts recovered about one kilo of cut nails, a plastic container with traces of black powder and broken parts of a mobile phone at the blast site.In a follow-up operation inside the mall, police found another bomb in the second-floor baggage counter left by a still unidentified man. “A CCTV captured the man’s facial features,” Octavio said. Gov. Mujiv Hataman of the 00Autonomous Region in Muslim Mindanao also condemned the attack, calling those behind it “evil.” “We are irrevocably grieved about the casualties incurred, thoroughly condemn this act, and call for a thorough investigation. We need to make sure acts like these never happen again, and that the perpetrator is brought to justice,” Hataman said in a statement released Monday. Cotabato City, though not part of ARMM, hosts the administrative center of the region through its Shariff Kabunsuan Complex here. Hataman urged investigators to look deeply into the case and ensure that civilians do not get caught up in terror. “We cannot afford to be divisive at this moment. Only by melding together can we bring about peace and justice,” he said. He urged civil leaders and security officials to remain united. “What we need is to be composed, to redouble our efforts, and to hold on to our dream of peace in the region. We cannot be divided on this front,” Hataman added. The Japanese government and the European Union on Tuesday stood in solidarity with the Philippines following the mall bombing. As a country “strongly condemning violent extremism,” Japan stands in solidarity with the government and the people of the Philippines, Japanese Ambassador Koji Haneda said in a statement. EU Ambassador Franz Jessen, meanwhile, said his thoughts and prayers go to the victims as he reiterated the bloc’s support to the ongoing peace process in Mindanao. “The EU fully supports the ongoing peace process in Mindanao. I frequently visit Cotabato and am impressed each time by the progress made, and the commitment of my counterparts to build a better future for the region. Peace and reconciliation is the way forward. Violence and hatred will never succeed,” he said in a separate statement. “The New Year brings new hope to us all, and we stand together with the Philippine government in its efforts to make the country more peaceful and safer,” he added."
French extremist in court for Brussels Jewish museum attack trial,"BRUSSELS (AFP) – A French extremist appeared in court yesterday ahead of his trial for shooting dead four people at a Jewish museum in Brussels in 2014 following his return from Syria. Mehdi Nemmouche, accused of being the first battle-hardened extremist to stage a terror attack on European soil, faces a life sentence if convicted over the killing spree in the Belgian capital on May 24, 2014. Both Nemmouche, 33, and Nacer Bendrer, a fellow Frenchman aged 30 who allegedly supplied the weapons, deny charges of ‘terrorist murder’. Nemmouche, wearing a blue sweater, spoke only to confirm his identity as the hearing began at 10.30am. “Nemmouche, Mehdi, 33 years old, unemployed,” he told the criminal court in Brussels, which spent the day yesterday selecting the 12-member jury ahead of the start of the full trial on Thursday. More than 100 witnesses are due to testify at the trial, which will be attended by the victims’ families and Jewish community leaders, who have denounced the anti-Semitic nature of the attack. And more than 300 Belgian and foreign journalists have registered to cover the proceedings which could last until the end of February. The deadly attack, which lasted only 82 seconds, shocked Belgium and the world. Firing a pistol and then an assault rifle, the gunman killed two Israeli tourists, a French volunteer and a Belgian receptionist at the Jewish Museum. Nemmouche – born to a family of Algerian origin in the northern French town of Roubaix – was arrested six days after the attack. He was caught in the southern French port city of Marseille after arriving on a bus from Brussels, carrying a handgun and an assault rifle."
"Three killed, 13 injured in Strasbourg attack","Police motorcycles drives in the streets of Strasbourg, eastern France, after a shooting breakout, on Tuesday. FREDERICK FLORIN/AFP Three people were killed and 13 wounded, eight seriously, when a gunman opened fire at a famed Christmas market in the eastern French city of Strasbourg, officials said on Wednesday. “The attacker, who was on the S list [of extremists watched by police], is actively being hunted by security forces,” local officials said in a statement. Some 350 people, including police, troops and helicopters, were on the heels of the attacker who had “sowed terror” in the city, Interior Minister Christophe Castaner said. The killer opened fire at around 1900 GMT (2am in Cambodia) on one of the city’s busiest streets, sending crowds of evening shoppers fleeing for safety. Soldiers patrolling the area as part of regular anti-terror operations exchanged fire with the suspect and wounded him, but could not stop him escaping, police sources said. A soldier was slightly injured by a ricohet from a shot by the gunman. Castaner also said France had raised its security alert level to “emergency attack” with “the implementation of reinforced border controls and tightened controls on all Christmas markets in France to avoid the risk of a copycat” attack. The gunman has been identified and was on a watchlist of suspected extremists, a statement from local security services said. France’s security forces, already on high alert after a series of terror attacks since 2015, are particularly stretched at the moment due to anti-government protests that have swept the country. “I heard shooting and then there was pandemonium,” said one witness, who gave his name as Fatih. “People were running everywhere.” He said he had seen three people injured on the ground only a few metres from the giant Christmas tree in the centre of the city. Shortly after the shooting, lines of police vehicles and ambulances streamed into the market area, under festive lights declaring the city the “capital of Christmas”. “We heard several shots, three perhaps, and we saw people running,” one witness said anonymously. “One of them fell down, I don’t know whether it was because she was tripped up or if she was hit,” the witness said. President Emmanuel Macron expressed on Twitter the solidarity of the whole nation after holding a crisis meeting with cabinet officials in Paris. Two separate security sources said on condition of anonymity that the shooter was believed to be a 29-year-old from the city, whose name was given as Cherif, and who was set to be arrested on Tuesday morning. He was being investigated over an attempted murder, one of the sources said. Several areas neighbouring the Christmas market were sealed off on Tuesday night and residents were being told to stay indoors. Many people took refuge in local restaurants and bars which pulled down their shutters. “We let everyone inside, down into the wine cellar. They’re locked in there,” said local restaurant owner Mouad, 33. A police source, again speaking on condition of anonymity, said security forces had opened fire in an area of the city where the suspect was thought to be hiding. The source did not give the address and it was unclear if the shooter had been located. Specialist anti-terror prosecutors have opened an investigation into the incident in Strasbourg, which lies on the border with Germany. Several residents of the city have been detained in recent years for trying to reach jihadist groups in Syria, or have been arrested upon their return. “Shocked and saddened by the terrible attack in Strasbourg. My thoughts are with all of those affected and with the French people,” British Prime Minister Theresa May wrote on Twitter. The Strasbourg-based European Parliament was also on lockdown, with MEPs, staff and journalists unable to leave the building. In a parliament bar usually reserved for MEPs, EU commissioners, powerful legislators and staffers huddled in small groups waiting for developments. “Our first thought was for colleagues who had already made it to the centre of town, who are safe,” Belgian MEP Kathleen Van Brempt said. Security has been stepped up in recent years after a series of attacks in France by Islamist gunmen and the Strasbourg market was long considered a possible target. Three years after groups of jihadists gunned down and blew up 130 people in Paris on November 13, 2015, French counter-terror officials say their focus has shifted. Rather than coordinated attacks, their main concern is attacks by “lone wolves” – self-radicalised individuals acting without links to terror groups such as Islamic State. A total of 246 people have been killed in terror attacks in France since 2015, according to an AFP toll."
"Hunt for gunman after Strasbourg market attack kills three, including Thai","Some 350 people, including police, troops and helicopters were on the heels of the attacker who had ""sowed terror"" in the city, Interior Minister Christophe Castaner said. The killer opened fire at around 8pm (1900 GMT) on one of the city's busiest streets, sending crowds of evening shoppers fleeing for safety. Castaner said the gunman had killed three people and wounded 12. Soldiers patrolling the area as part of regular anti-terror operations exchanged fire with the suspect and wounded him, but could not stop him escaping, police sources said. A soldier was slightly injured by a ricohet from a shot by the gunman. Castaner also said France had raised its security alert level to ""emergency attack"" with ""the implementation of reinforced border controls and tightened controls on all Christmas markets in France to avoid the risk of a copycat"" attack. The gunman has been identified and was on a watchlist of suspected extremists, a statement from local security services said. France's security forces, already on high alert after a series of terror attacks since 2015, are particularly stretched at the moment due to anti-government protests that have swept the country. ""I heard shooting and then there was pandemonium,"" one witness, who gave his name as Fatih, told AFP. ""People were running everywhere."" He said he had seen three people injured on the ground only a few metres (feet) from the giant Christmas tree in the centre of the city. Shortly after the shooting, lines of police vehicles and ambulances streamed into the market area, under festive lights declaring the city the ""capital of Christmas."" ""We heard several shots, three perhaps, and we saw people running,"" one witness told AFP, asking not to be named. ""One of them fell down, I don't know whether it was because she was tripped up or if she was hit,"" the witness said. President Emmanuel Macron expressed on Twitter the solidarity of the whole nation after holding a crisis meeting with cabinet officials in Paris. Two separate security sources told AFP on condition of anonymity that the shooter was believed to be a 29-year-old from the city, whose name was given as Cherif, and who was set to be arrested on Tuesday morning. He was being investigated over an attempted murder, one of the sources said. Several areas neighbouring the Christmas market were sealed off on Tuesday night and residents were being told to stay indoors. Many people took refuge in local restaurants and bars which pulled down their shutters. ""We let everyone inside, down into the wine cellar. They're locked in there,"" local restaurant owner Mouad, 33, told AFP. A police source, again speaking on condition of anonymity, said security forces had opened fire in an area of the city where the suspect was thought to be hiding. The source did not give the address and it was unclear if the shooter had been located. Specialist anti-terror prosecutors have opened an investigation into the incident in Strasbourg, which lies on the border with Germany. Several residents of the city have been detained in recent years for trying to reach jihadist groups in Syria, or have been arrested upon their return. ""Shocked and saddened by the terrible attack in Strasbourg. My thoughts are with all of those affected and with the French people,"" British Prime Minister Theresa May wrote on Twitter. The Strasbourg-based European Parliament was also on lockdown, with MEPs, staff and journalists unable to leave the building. In a parliament bar usually reserved for MEPs, EU commissioners, powerful legislators and staffers huddled in small groups waiting for developments. ""Our first thought was for colleagues who had already made it to the centre of town, who are safe,"" Belgian MEP Kathleen Van Brempt told AFP. ""Now we just wait."" The Christmas market in Strasbourg and the city's illuminations are an annual attraction that draws hundreds of thousands of people. Security has been stepped up in recent years after a series of attacks in France by Islamist gunmen and the Strasbourg market was long considered a possible target. In 2016, a 23-year-old Tunisian killed 12 and injured 48 others when he ploughed a truck into a Christmas market in Berlin in an attack claimed by the Islamic State group. Special anti-terror army units have been deployed in Strasbourg, and soldiers and armed police are regularly seen patrolling among the 300 wooden Christmas market chalets. Three years after groups of jihadists gunned down and blew up 130 people in Paris on November 13, 2015, French counter-terror officials say their focus has shifted. Rather than coordinated attacks, their main concern is attacks by ""lone wolves"" -- self-radicalised individuals acting without links to terror groups such as Islamic State. Most recently a 20-year-old Chechnya-born man went on a knife rampage in central Paris last May, killing one man and injuring four other people on a Saturday night. A total of 246 people have been killed in terror attacks in France since 2015, according to an AFP toll."
Suicide bomber hits Kurdish-run base in Syria - IS,"AMMAN: Islamic State said one of its suicide bombers killed some people on Monday at a military base in Syria’s Raqqa city, which is under control of a U.S.- backed and Kurdish-led militia. The Syrian Democratic Forces (SDF), led by Kurds, said a militant blew himself up in a blast that killed one civilian and injured several of its fighters. Though the SDF did not say where the blast took place, two Raqqa residents reached by Reuters said they heard an explosion in a central district of the city housing military offices. The ultra hardline jihadist Islamic State’s (IS) claim of responsibility came in a statement by the affiliated Amaq news agency. It said the attack targeted a recruitment centre in Raqqa and that 17 people were killed or wounded. Amaq said the bomber, whom it named as Abu Abdullah al Shami, had first used his machine gun then detonated a vest. The SDF also said earlier it had clashed with IS fighters who infiltrated through an old tunnel in the city near an outpost where their fighters were stationed. The Kurdish-led alliance seized the city in Syria’s northeast from Islamic State with the help of U.S.-led air strikes in 2017. Raqqa, which IS declared the capital of its self-proclaimed caliphate, was taken by the SDF six years into Syria’s civil war after a protracted battle that killed thousands of civilians and wrecked much of the city. Rebuilding and restoring Raqqa, which was once home to more than 300,000 people, is proving a monumental task. Since losing almost all the large swathes of territory it took in lightning offensives in Syria and Iraq in 2014-15, IS has returned to deadly hit-and-run attacks and ambushes. Some people in Raqqa resent effective Kurdish control over the predominately Arab city, with many objecting to compulsory enlistment to its forces, heavy taxes on civilians and a tight security grip where dissent is not tolerated. --Reuters"
No Filipino casualties in attacks in Brazil and France,"MANILA, Philippines — No Filipinos were reported to be among the casualties in the shooting incidents in Brazil and France, the Department of Foreign Affairs (DFA) said. In a statement on Wednesday, the DFA said that Ambassador to Brazil Marichu Mauro and Ambassador to France Ma. Theresa Lazaro informed the DFA home office “that so far there have been no reports of any Filipinos among the dead and injured in the two incidents.” According to Mauro, four people were killed when a gunman on Tuesday opened fire at the end of the midday services at the Metropolitan Cathedral in the city of Campinas, 100 kilometers north of Sao Paolo. Mauro said the motive behind the shooting was still under investigation as the suspect, who killed himself after the incident, reportedly had no criminal record. Meanwhile, Lazaro said that three people were killed while 12 others were left wounded after a gunman opened fire near a popular Christmas market in Strasbourg, 490 kilometers east of Paris Tuesday evening. Lazaro added that “the French government had categorized the incident as a terror attack and had raised the risk level to the highest category.” /atm"
Man acquitted of terror charge over Buckingham Palace sword attack,"LONDON, Dec 20 — An Uber driver was found not guilty yesterday of a terror charge after he injured police officers arresting him outside Queen Elizabeth II's Buckingham Palace residence while he was armed with a Samurai sword. Mohiussunnath Chowdhury, 27, was unanimously acquitted by jurors at England's Old Bailey central criminal court in London of one charge of preparing acts of terrorism, following a retrial. Two unarmed officers had suffered cuts to their hands when they tried to disarm him near the monarch's famous London residence in August 2017. They feared for their lives during the confrontation as Chowdhury repeatedly shouted “Allahu Akbar.” The court also heard he supported terrorism by the Islamic State group, and had sent a suicide note to his sister “expressing hate of the queen and her soldiers.” But during his trial Chowdhury, from the town of Luton, north of London, told jurors he only wanted to be killed by police and had no intention to hurt anyone himself. After the not guilty verdict was read out, he saluted the jurors who had spent 11 hours and 36 minutes considering his fate. A spokesman for England's Crown Prosecution Service said Chowdhury had been charged with “the most appropriate offence” and would face no further prosecution over the incident. — AFP"
UK counter-terror police probe Manchester knife attack,"MANCHESTER: British counter-terrorism police were investigating a multiple stabbing in which the suspect reportedly shouted ""Allah"" at a Manchester railway station on New Year's Eve, officials said Tuesday. A man and a woman, both in their 50s, and a police officer were being treated for knife injuries following the stabbings on Monday evening at Manchester Victoria station in the northwestern English city. Witness Sam Clack, 38, a BBC radio producer, said he heard the suspect shouting ""Allah"" before and during the attack. He quoted the suspect as saying: ""As long as you keep bombing other countries, this sort of shit is going to keep happening."" The male suspect has been arrested on suspicion of attempted murder, Greater Manchester Police (GMP) said in a statement. The woman suffered injuries to her face and abdomen and the man was wounded in the abdomen, while a British Transport Police officer sustained a stab wound to the shoulder. Their injuries were described as serious but not life-threatening. The two members of the public were taken to hospital. The incident happened at around 8.50pm (3.50am on Tuesday in Thailand), when many revellers in the city would have been enjoying New Year's Eve celebrations. 'Blood-curdling scream' Clack said: ""I just heard this most blood-curdling scream and looked down the platform. ""He came towards me. I looked down and saw he had a kitchen knife with a black handle with a good 12 inch (30-centimetre) blade. ""It was just fear, pure fear."" Clack said police officers used a stun gun and pepper spray before, ""six or seven"" officers jumped on the man. Clack said he heard the alleged knifeman shouting ""Allah"" during the attack. He added: ""He shouted it before, he shouted it during it -- 'Allah'."" A witness who gave her name as Rebekka told the Daily Mirror newspaper: ""I heard the most blood-curdling scream I've ever heard and turned to see everyone running towards me. ""I jumped off the tram track and started to run down the tram lines and hid behind some concrete slabs under one of the arches. ""I was just really scared, I didn't know if I was going to die."" Police 'open mind' Police declared the attack a ""critical incident"". GMP Assistant Chief Constable Rob Potts said the investigation was being led by counter-terrorism police and officers were keeping an ""open mind"". ""Tonight's events will have understandably worried people but I need to stress that the incident is not ongoing, a man is in custody and there is currently no intelligence to suggest that there is any wider threat at this time,"" he said. ""While we don't yet know the full circumstances and are keeping an open mind, officers from Counter Terror Policing North West are leading the investigation. ""This is to ensure we have all the expertise available to us and progress our investigation as soon as we possibly can."" The city's New Year celebrations went ahead in Albert Square despite the incident, with a firework display taking place as planned, though increased security was brought in. The city experienced a suicide attack in May 2017, when 22 people were killed and 139 wounded at a concert by the US singer Ariana Grande at the Manchester Arena. The bomber, Salman Abedi, 22, was born and raised in Manchester."
Indonesia uses tougher anti-terror law to detain suspects for holidays,"JAKARTA, Dec 20 — Indonesian police have detained about 20 suspected militants as security is stepped up ahead of the Christmas and New Year’s holiday season, a commander said today. National police chief Tito Karnavian said the detentions were made preventively under a revised anti-terrorism law approved in May, after suicide bombings claimed by Islamic State killed more than 30 people in the city of Surabaya. “There is no information yet about terror acts over Christmas and New Year’s but we are taking proactive steps including these arrests,” Karnavian told reporters. Indonesia, the world’s largest Muslim-majority country, has struggled to contain a resurgence in militancy and scores of Indonesians have travelled to the Middle East to join the Islamic State group. Near-simultaneous attacks on churches in the capital, Jakarta, and elsewhere on Christmas Eve in 2000, killed nearly 20 people. Ever since, authorities have stepped up security at churches and tourist spots for the holiday. Karnavian did not identify any of the suspects but said they were detained in various parts of the country. Under the revised law, anyone suspected of planning an attack can be held for up to 21 days for an initial inquiry and for up to 200 days for a formal investigation. — Reuters"
India busts ISIS-inspired militant group," NEW DELHI (AFP) - India's anti-terror agency on Wednesday (Dec 26) said it had busted a local militant cell inspired by the Islamic State of Iraq and Syria (ISIS) group that was planning to carry out bombings and target prominent political figures. The National Investigation Agency (NIA) said 10 members of an obscure militant group ""Harkat ul Harb-e-Islam"" were arrested in multi-city raids and a further six suspects were being questioned over their alleged links with the outfit. NIA spokesman Alok Mittal said arms and ammunition were recovered from the raids over 17 locations, including in the capital New Delhi, as the group prepped for striking several targets ahead of the high-profile Republic Day national event on Jan 26. ""They were at an advanced stage of carrying out a series of blasts,"" Mr Mittal told reporters at a press conference in New Delhi. ""They wanted to explode remote-controlled bombs and even conduct fidayeen (suicide) attacks."" Mr Mittal said the group had attempted to make suicide vests and developed a homemade rocket launcher, adding that the unknown mastermind of the module was based abroad. One of the accused is an engineer, he said. The authorities have previously claimed to have foiled similar ISIS-inspired cells but there is no evidence of the militant group's presence in the country. Indian Muslims have largely remained insulated from ISIS influence, with only a handful of young men from the country's nearly 175 million minority community joining the militant group that gained worldwide prominence after capturing large swathes of territory in Iraq and Syria in 2014. But India's security agencies have voiced concern over the radicalisation of men over the Internet. In 2014, a group of four Mumbai engineering students travelled to Iraq to join the group. One of them later returned to India. But some activists have accused security agencies of falsely charging Muslim men for terrorism, due to discrimination against the community in the Hindu-majority country of 1.25 billion people."
Look back 2018: Year of hope and despair for South-east Asia,"On Sunday, May 13, Dita Oeprianto, his wife Puji, and their two sons and two daughters, attacked three churches in Indonesia's second biggest city, Surabaya. Eighteen people were killed, including the family of six. The father attacked one church, the mother and two daughters, aged nine and 12, targeted another, and the two sons, who were 16 and 18, bombed a third church. The attacks were the first time children were involved in a suicide bombing in Indonesia, and also the first successful local suicide bombing involving a woman. The next day, another family of a couple and their daughter and two sons carried out a suicide bombing at Surabaya's police headquarters. Ten people were wounded while all the attackers were killed, except for the daughter, Aisyah, eight. The fathers from the two families were involved with Indonesia's terror network Jemaah Ansharut Daulah, which is affiliated with the Islamic State in Iraq and Syria terror group. Philippine President Rodrigo Duterte ordered the shutdown of the Philippines' famous holiday island of Boracay in April for six months, saying it had become a cesspool, tainted by sewage dumped directly into the sea by hotels, restaurants and businesses. The island brought in tourism revenue of some 56 billion pesos (S$1.46 billion) last year. The holiday island was reopened in October with promises of cleaner waters and beaches. The biggest scandal in the region is over state fund 1Malaysia Development Berhad (1MDB), a name now synonymous around the world with high-level corruption and embezzlement. With the shock fall of the Barisan Nasional government, the wrongdoing has been actively pursued by the new Mahathir administration, snagging former premier Najib Razak. Lorryloads of cash, luxury bags and jewellery were hauled from apartments linked to him, in probes into whether these were linked to the scandal. The Malaysian government also seized the 91.5m-long yacht Equaminity, bought by its owners for US$250 million (S$343 million), with help from Indonesia, and moved it to Port Klang, where it was later put up for auction. Najib currently faces 32 charges in Malaysia's court, including those linked to missing 1MDB funds. Malaysians changed their government for the first time in the country's modern history, voting out Barisan Nasional, which had ruled for 61 years, in a shock result at the May 9 general election. The new Pakatan Harapan government made then 92-year-old Tun Dr Mahathir Mohamad the country's seventh prime minister. It was his second stint as premier after an absence of 15 years. Pakatan Harapan's victory was helped by a scandal involving state fund 1Malaysia Development Berhad (1MDB), with some US$4.5 billion (S$6.2 billion) allegedly embezzled, and voter anger over a consumption tax. More than 700,000 Rohingya Muslims fled a sweeping army crackdown in Myanmar's Rakhine state last year. Many now live in cramped conditions in camps in Bangladesh. In October, Bangladesh and Myanmar agreed to repatriate hundreds of thousands of refugees. But the plan has been opposed by the Rohingya and the United Nations refugee agency and aid groups, fearing for their safety. The repatriation planned for November stalled amid protests at the refugee camps. Meanwhile, Myanmar's de facto leader Aung San Suu Kyi - once a global human rights icon - has been criticised heavily for the crackdown, with many groups withdrawing honours they had awarded her. In October, Bangladesh and Myanmar agreed to repatriate hundreds of thousands of Rohingya refugees. But the plan has been opposed by the Rohingya and the United Nations refugee agency and aid groups, fearing for their safety. Thousands fell victim to natural disasters. In July and August, a series of earthquakes hit Lombok, east of Bali, killing more than 500. In September, a magnitude 7.4 earthquake and tsunami in Central Sulawesi province killed more than 2,000 people. And a tsunami hit the Sunda Strait last Saturday. Earlier, in September, Typhoon Mangkhut tore through the Philippines en route to China. More than five million people were affected. Lion Air Flight JT610 ran into trouble just after take-off from Jakarta on Oct 29, with witnesses saying it crashed at high speed into the Java Sea. All 189 on board were killed in one of the worst air disasters in Indonesia. The plane was headed for Pangkal Pinang, capital of Bangka Belitung Islands province. Lion Air was using Boeing's new 737 Max 8 aircraft. The plane had been dogged by problems on several earlier flights, including its penultimate flight the night before the crash. The world watched with bated breath as Thai navy and international cave divers carried out a daring and dangerous rescue of a youth soccer team. The 12 boys and their coach had entered the Tham Luang cave network in northern Thailand on June 23, but were trapped by rising flood waters. Three weeks passed before they were found. They were evacuated one by one, with the last person brought out on July 10. The boys and coach were praised for their bravery throughout their ordeal."
Alleged leader of Chinese consulate attack in Pakistan reported killed,"QUETTA, PAKISTAN (REUTERS) - One of the alleged masterminds of an attack by a Pakistani separatist group on the Chinese consulate in Karachi last month has been killed along with five associates, the insurgent group said on Wednesday (Dec 26). The Baloch Liberation Army (BLA), which opposes projects linked to China's Belt and Road infrastructure initiative in resource-rich Baluchistan, issued a statement on Tuesday confirming the death of Aslam Baloch, one of its leaders. ""The important BLA commander Aslam Baloch, along with five associates in the organisation were martyred in an enemy attack on Monday,"" Jiand Baloch, a spokesman for the separatist group said in a statement that gave no further details. Pakistan's Samaa Television reported that Aslam was killed along with a number of his commanders in a suicide attack in Aino Maina in Kandahar province, Afghanistan, across the border from Baluchistan. There was no claim of responsibility for the killings and a spokesman for the Pakistani foreign ministry did not respond to requests for comment. Last month, three attackers stormed the Chinese consulate in Karachi, killing four people. Security forces killed the three attackers who were carrying explosives. Pakistan has long accused its old rival India of supporting insurgents in Baluchistan. India denies helping Baluchistan insurgents and accuses Pakistan of nurturing Islamist militants throughout the region. China has funded development of a deepwater port at Gwadar in south Baluchistan, and is also investing in other projects as part of the giant China Pakistan Economic Corridor. Baluchistan, on the borders of Afghanistan and Iran, has rich mineral and natural gas reserves but is Pakistan's poorest province. Separatists have for decades campaigned against what they see as the unfair exploitation of resources, in particular natural gas and minerals."
